,ent,type
14079,continuously improve technical knowledge and skills,S_SKILL
14080,working with the development team,S_SKILL
14081,implement permanent fixes,H_SKILL
14082,Collaborating,S_SKILL
14083,experience in technical support,H_SKILL
14084,excellent communication,S_SKILL
14085,interpersonal skills,S_SKILL
14086,ability to explain technical concepts to non-technical users,S_SKILL
14087,enthusiastic attitude,S_SKILL
14088,analytical,S_SKILL
14089,problem,S_SKILL
14090,solving,S_SKILL
14091,attention to detail,S_SKILL
14092,troubleshoot and solve technical issues,H_SKILL
14093,mobile apps and data processing systems,H_SKILL
14094,ability to work independently,S_SKILL
14095,collaboratively,S_SKILL
14096,paced environment,H_SKILL
14097,prioritize and manage multiple tasks simultaneously,S_SKILL
14098,Experience with mobile app support,H_SKILL
14099,iOS,LANG_FRAM
14100,Android,LANG_FRAM
14101,Experience with incident management tools,H_SKILL
14102,JIRA,LANG_FRAM
14103,Zendesk,LANG_FRAM
14104,Experience triaging technical issues and requests,H_SKILL
14105,"produce clear, informative supporting documentation",S_SKILL
14106,"Experience tracking, analysing and reporting on common support requests",H_SKILL
14107,Experience with Cloud infrastructure environments,H_SKILL
14108,AWS,LANG_FRAM
14109,Azrure,LANG_FRAM
14110,GCP,LANG_FRAM
14111,Linux,LANG_FRAM
14112,Windows server,LANG_FRAM
14113,Scripting knowledge,H_SKILL
14114,Python,LANG_FRAM
14115,shell,LANG_FRAM
14116,Knowledge of Hardware support,H_SKILL
14117,Knowledge of System Administration,H_SKILL
14118,Knowledge of Database Administration,H_SKILL
14119,Bachelor's degree,REQUIREMENT
14120,driven solutions,H_SKILL
14121,T,LANG_FRAM
14122,ML,LANG_FRAM
14123,machine learning,LANG_FRAM
14124,Google Cloud infrastructure,LANG_FRAM
14125,ML,LANG_FRAM
14126,Write SQL queries,H_SKILL
14127,MS,LANG_FRAM
14128,Python,LANG_FRAM
14129,SQL,LANG_FRAM
14130,data structures,H_SKILL
14131,Hadoop,LANG_FRAM
14132,Hive,LANG_FRAM
14133,Spark,LANG_FRAM
14134,problem-,S_SKILL
14135,work independently,S_SKILL
14136,B2/,H_SKILL
14137,C1,LANG_FRAM
14138,improve/adapt existing processes,H_SKILL
14139,collaborative,S_SKILL
14140,Microsoft Power,LANG_FRAM
14141,Microsoft Power Platform tools,LANG_FRAM
14142,collaborate,S_SKILL
14143,understanding UX techniques and approaches to maximise,H_SKILL
14144,Collaboration,S_SKILL
14145,translate that into a visual prototype,H_SKILL
14146,understanding the constraints of available tools and the ability to deliver on scoped designs.3,H_SKILL
14147,Microsoft Power,LANG_FRAM
14148,understand the key performance indicators,H_SKILL
14149,measure progress,H_SKILL
14150,problem,S_SKILL
14151,think critically and design,S_SKILL
14152,Attention to detail,S_SKILL
14153,keen eye for detail,S_SKILL
14154,identify anomalies and inconsistencies,H_SKILL
14155,Continuous learning,S_SKILL
14156,UX design,H_SKILL
14157,Microsoft Power,LANG_FRAM
14158,Design and create user interfaces,H_SKILL
14159,Collaborate,S_SKILL
14160,define and refine user personas,H_SKILL
14161,Microsoft Power,LANG_FRAM
14162,Power BI,LANG_FRAM
14163,Power Apps,LANG_FRAM
14164,Power Automate,LANG_FRAM
14165,design and develop scalable business applications,H_SKILL
14166,Microsoft Power,LANG_FRAM
14167,Power BI,LANG_FRAM
14168,data visualization,H_SKILL
14169,Power Automate,LANG_FRAM
14170,Communicate design,S_SKILL
14171,Provide guidance on best practices,S_SKILL
14172,Microsoft Power,LANG_FRAM
14173,Bachelor's,REQUIREMENT
14174,portfolio,REQUIREMENT
14175,using design tools,H_SKILL
14176,Microsoft Power,LANG_FRAM
14177,Power BI,LANG_FRAM
14178,Power Apps,LANG_FRAM
14179,Power Automate,LANG_FRAM
14180,understanding of user-centered design principles,H_SKILL
14181,problem-,S_SKILL
14182,solving,S_SKILL
14183,translate business requirements into user,H_SKILL
14184,centric design solutions,H_SKILL
14185,communication,S_SKILL
14186,collaboration,S_SKILL
14187,SQL,LANG_FRAM
14188,front-end development technologies,H_SKILL
14189,HTML,LANG_FRAM
14190,CSS,LANG_FRAM
14191,JavaScript,LANG_FRAM
14192,cloud,LANG_FRAM
14193,Microsoft Azure,LANG_FRAM
14194,Snowflake,LANG_FRAM
14195,AI,LANG_FRAM
14196,research and development of technology for on-device,H_SKILL
14197,AI,LANG_FRAM
14198,systems development,H_SKILL
14199,performance/memory optimizations,H_SKILL
14200,C++,LANG_FRAM
14201,AI,LANG_FRAM
14202,Develop features,H_SKILL
14203,AI,LANG_FRAM
14204,AI,LANG_FRAM
14205,Bachelor's,REQUIREMENT
14206,degree,REQUIREMENT
14207,C++,LANG_FRAM
14208,CUDA,LANG_FRAM
14209,Knowledge of linear algebra equivalent,H_SKILL
14210,software engineering practices and tools,H_SKILL
14211,Git,LANG_FRAM
14212,"CI, Agile, package managers",H_SKILL
14213,communication,S_SKILL
14214,teamwork,S_SKILL
14215,problem-,H_SKILL
14216,solving,S_SKILL
14217,Knowledge of computer vision fundamentals,H_SKILL
14218,AI,LANG_FRAM
14219,Python,LANG_FRAM
14220,Java,LANG_FRAM
14221,passionate,S_SKILL
14222,application support,H_SKILL
14223,resolving technical issues,H_SKILL
14224,Application Support,H_SKILL
14225,Troubleshooting,H_SKILL
14226,prioritise,S_SKILL
14227,Monitor application performance,H_SKILL
14228,Collaboration,S_SKILL
14229,Communication,S_SKILL
14230,Collaborate,S_SKILL
14231,resolve issues and,S_SKILL
14232,improve application performance,H_SKILL
14233,Communicate effectively,S_SKILL
14234,identifying areas for enhancement and implementing best practices,H_SKILL
14235,Bachelor’s degree,REQUIREMENT
14236,understanding of application architecture and databases,H_SKILL
14237,SQL Server,LANG_FRAM
14238,Management Studio,LANG_FRAM
14239,TSQL,LANG_FRAM
14240,C#,LANG_FRAM
14241,Microsoft Azure,LANG_FRAM
14242,MVC,LANG_FRAM
14243,problem-solving,S_SKILL
14244,interpersonal skills,S_SKILL
14245,work independently,S_SKILL
14246,part of a team,S_SKILL
14247,customer service orientation,S_SKILL
14248,dynamic,S_SKILL
14249,Bachelor's,REQUIREMENT
14250,Technical support,H_SKILL
14251,machine learning,LANG_FRAM
14252,building models,H_SKILL
14253,Collaborate,S_SKILL
14254,Exploratory Data Analysis,H_SKILL
14255,Python,LANG_FRAM
14256,Power BI,LANG_FRAM
14257,R,LANG_FRAM
14258,Optimization,H_SKILL
14259,Develop predictive models,H_SKILL
14260,LTV forecasting,LANG_FRAM
14261,customer segmentation,S_SKILL
14262,Evaluate,S_SKILL
14263,Bachelor's,REQUIREMENT
14264,Master’s degree,REQUIREMENT
14265,machine learning,LANG_FRAM
14266,data analysis,H_SKILL
14267,predictive modelling,H_SKILL
14268,Python,LANG_FRAM
14269,R,LANG_FRAM
14270,data visualisation tools and techniques,H_SKILL
14271,"understanding of data pre-processing, feature engineering",H_SKILL
14272,SQL,LANG_FRAM
14273,Power BI,LANG_FRAM
14274,communication skills,S_SKILL
14275,explain complex concepts,S_SKILL
14276,LTV,S_SKILL
14277,time data processing and streaming,H_SKILL
14278,Kafka,LANG_FRAM
14279,Collaborative,S_SKILL
14280,Bachelor's,REQUIREMENT
14281,build great products,H_SKILL
14282,collaborative,S_SKILL
14283,C++,LANG_FRAM
14284,OpenMP,H_SKILL
14285,Python,LANG_FRAM
14286,implementation,H_SKILL
14287,HPC,LANG_FRAM
14288,C/C++/Fortran programming skills,LANG_FRAM
14289,execution model and architecture,H_SKILL
14290,C++,LANG_FRAM
14291,CUDA,LANG_FRAM
14292,Bachelor’s,REQUIREMENT
14293,Master's degree,REQUIREMENT
14294,third-,H_SKILL
14295,"designing, implementing, maintaining, and supporting the network infrastructure",H_SKILL
14296,"designing and developing scalable, maintainable, highly available network architectures",H_SKILL
14297,good team player,S_SKILL
14298,implement and configure various types of network devices,H_SKILL
14299,Monitor system performance,H_SKILL
14300,Monitor system resource,H_SKILL
14301,cloud,LANG_FRAM
14302,"networking (SaaS, IaaS, PaaS)",H_SKILL
14303,encryption.,S_SKILL
14304,monitoring,H_SKILL
14305,network analytics,H_SKILL
14306,networking protocols,H_SKILL
14307,BGP,LANG_FRAM
14308,OSPF,LANG_FRAM
14309,Knowledge of TACACS+ and RADIUS authentication integration University degree,H_SKILL
14310,AI,LANG_FRAM
14311,"ensuring that the company can continue to operate, regardless of situation",H_SKILL
14312,technical understanding,H_SKILL
14313,willingness to learn,S_SKILL
14314,Excellent problem solving,S_SKILL
14315,communications,S_SKILL
14316,"build technical, automated solutions",H_SKILL
14317,Knowledge of operating system administration,H_SKILL
14318,macOS,LANG_FRAM
14319,Linux,LANG_FRAM
14320,Windows,LANG_FRAM
14321,Knowledge of email infrastructure administration,H_SKILL
14322,Knowledge of all layers of computer networking,H_SKILL
14323,SSL,LANG_FRAM
14324,Python,LANG_FRAM
14325,Bash Shell,LANG_FRAM
14326,Bachelor's,REQUIREMENT
14327,Master's degree,REQUIREMENT
14328,2:1,REQUIREMENT
14329,develop and run coded solutions to aid the collation and analysis of data collected by the field team and where appropriate following laboratory analyses,H_SKILL
14330,prioritise tasks based on company,S_SKILL
14331,Develop and maintain analytical code,H_SKILL
14332,write code enabling more streamlined offshore,H_SKILL
14333,Provide training in the use of tools and scripts,S_SKILL
14334,"software tools analyse, interpret and",H_SKILL
14335,present data interrogation findings relevant,H_SKILL
14336,MSc,REQUIREMENT
14337,coding,H_SKILL
14338,coding,H_SKILL
14339,Python,LANG_FRAM
14340,C#,LANG_FRAM
14341,Windows,LANG_FRAM
14342,R,LANG_FRAM
14343,MS Office,LANG_FRAM
14344,Word,LANG_FRAM
14345,Excel,LANG_FRAM
14346,PowerPoint,LANG_FRAM
14347,scientific analytical tasks,H_SKILL
14348,CVs,REQUIREMENT
14349,Antech Diagnostics are looking,H_SKILL
14350,troubleshooting,H_SKILL
14351,Windows servers,LANG_FRAM
14352,software/hardware,H_SKILL
14353,Provide support to on-site/off-,H_SKILL
14354,configure thin clients,H_SKILL
14355,Create AD/domain users,H_SKILL
14356,technical support,H_SKILL
14357,Troubleshoot PCs/laptops,H_SKILL
14358,TeamViewer,LANG_FRAM
14359,"analysis, diagnosis, and resolution of network problems",H_SKILL
14360,recommend and implement corrective hardware and software solutions,H_SKILL
14361,Work with telecommunication team,S_SKILL
14362,development,H_SKILL
14363,implementation,H_SKILL
14364,bachelor’s degree,REQUIREMENT
14365,Windows Server,LANG_FRAM
14366,Microsoft Office,LANG_FRAM
14367,organizational skills,S_SKILL
14368,manage multiple tasks with minimal supervision,S_SKILL
14369,Knowledge of laboratory procedures,H_SKILL
14370,network troubleshooting,H_SKILL
14371,problem solving,S_SKILL
14372,analytical,S_SKILL
14373,oral and written communication,S_SKILL
14374,Microsoft IIS,LANG_FRAM
14375,Unix,LANG_FRAM
14376,troubleshooting,H_SKILL
14377,going content development,S_SKILL
14378,degree,REQUIREMENT
14379,Troubleshooting,H_SKILL
14380,Deploying,H_SKILL
14381,Apache Web,LANG_FRAM
14382,Server and configured load balancing and fail,H_SKILL
14383,managing JVM performance by adjusting,H_SKILL
14384,Apache Web,LANG_FRAM
14385,Linux,LANG_FRAM
14386,Queue,LANG_FRAM
14387,Deployment,H_SKILL
14388,troubleshooting,H_SKILL
14389,EAR advanced version,H_SKILL
14390,Application server,H_SKILL
14391,development,H_SKILL
14392,Writing SHELL,S_SKILL
14393,WebLogic server instances,S_SKILL
14394,assisting the clients,H_SKILL
14395,Microsoft applications,LANG_FRAM
14396,Excel,LANG_FRAM
14397,Power,LANG_FRAM
14398,work on own initiative,S_SKILL
14399,analytical skills,S_SKILL
14400,problem solving,S_SKILL
14401,strong technical background,H_SKILL
14402,strong communication,S_SKILL
14403,Attention to detail,S_SKILL
14404,Agile,H_SKILL
14405,leadership,S_SKILL
14406,apply cutting-edge Machine,S_SKILL
14407,Testing the performance of the ML technologies,H_SKILL
14408,Bachelor's Degree,REQUIREMENT
14409,Master's Degree,REQUIREMENT
14410,communication/written skills,S_SKILL
14411,language Good interpersonal skills,S_SKILL
14412,teamwork,S_SKILL
14413,programming,H_SKILL
14414,scripting skills,H_SKILL
14415,problem solving,S_SKILL
14416,Unix,LANG_FRAM
14417,Agile,H_SKILL
14418,experience to run projects independently end,H_SKILL
14419,"UX Team,",H_SKILL
14420,creative solutions,S_SKILL
14421,"Design, using data to run experiments",H_SKILL
14422,Design product concepts,H_SKILL
14423,untangle and design solutions,H_SKILL
14424,SkyTrack technology is,H_SKILL
14425,enthusiastic,S_SKILL
14426,degree,REQUIREMENT
14427,Helping solve technical problems,H_SKILL
14428,designing and implementing new software features,H_SKILL
14429,Ability to obtain a security clearance,H_SKILL
14430,good communicator,S_SKILL
14431,identify opportunities to improve product features,H_SKILL
14432,Python,LANG_FRAM
14433,C++,LANG_FRAM
14434,C#,LANG_FRAM
14435,Linux,LANG_FRAM
14436,Bachelor's,REQUIREMENT
14437,flexible,S_SKILL
14438,adapt to dynamic,S_SKILL
14439,Work with images,S_SKILL
14440,Engaged with team members,S_SKILL
14441,improve the output quality.,H_SKILL
14442,Comply with company,S_SKILL
14443,Working with little,S_SKILL
14444,Required qualifications,S_SKILL
14445,Bachelors degree,REQUIREMENT
14446,Have strong computer skills,S_SKILL
14447,Experience with MS Office,S_SKILL
14448,Good organizational skills,S_SKILL
14449,Communication skills,S_SKILL
14450,motivation,S_SKILL
14451,Basic programming skills,S_SKILL
14452,Data analysis,H_SKILL
14453,Flexible working hours.*,S_SKILL
14454,Excited project - making a significant,S_SKILL
14455,deliver great features,H_SKILL
14456,wider Analytics,H_SKILL
14457,Exploratory analysis,H_SKILL
14458,identify friction,H_SKILL
14459,quantify the business impact of,H_SKILL
14460,Managing reporting and the reporting pipeline,H_SKILL
14461,logical thinking,S_SKILL
14462,Bachelor’s,REQUIREMENT
14463,Master’s degree,REQUIREMENT
14464,modelling and forecasting techniques,H_SKILL
14465,Creative,S_SKILL
14466,analytical,S_SKILL
14467,thinking with a love for data,S_SKILL
14468,web analytics,H_SKILL
14469,Google Analytics,LANG_FRAM
14470,SQL,LANG_FRAM
14471,R,LANG_FRAM
14472,Python,LANG_FRAM
14473,"verbal, written and data visualization",S_SKILL
14474,prioritize among conflicting demands,S_SKILL
14475,attention to detail,S_SKILL
14476,stay simple. Our teams,H_SKILL
14477,"®, trivago®",H_SKILL
14478,Travelocity®,H_SKILL
14479,CruiseShipCenters®,H_SKILL
14480,ALICE,LANG_FRAM
14481,Driven,S_SKILL
14482,"Vrbo®, trivago®",H_SKILL
14483,Travelocity®,H_SKILL
14484,Kubernetes,LANG_FRAM
14485,Kubernetes,LANG_FRAM
14486,Kubernetes,LANG_FRAM
14487,passionate,S_SKILL
14488,Linux,LANG_FRAM
14489,Golang,LANG_FRAM
14490,Python,LANG_FRAM
14491,Kubernetes,LANG_FRAM
14492,quality code,H_SKILL
14493,create new features,H_SKILL
14494,interact with a vibrant,S_SKILL
14495,Golang,LANG_FRAM
14496,Python,LANG_FRAM
14497,Kubernetes,LANG_FRAM
14498,verbal communication,S_SKILL
14499,Bachelor's,REQUIREMENT
14500,similar degree,S_SKILL
14501,driven,S_SKILL
14502,AI,LANG_FRAM
14503,cloud,LANG_FRAM
14504,think differently,S_SKILL
14505,building,H_SKILL
14506,deploying,H_SKILL
14507,managing automation solutions,H_SKILL
14508,python,LANG_FRAM
14509,problem solver,S_SKILL
14510,verbal communication,S_SKILL
14511,bachelor’s degree,REQUIREMENT
14512,project management,S_SKILL
14513,Microsoft Office,REQUIREMENT
14514,analytical and problem-,S_SKILL
14515,solving,S_SKILL
14516,ability to work on complex projects,S_SKILL
14517,deliver actionable insights,H_SKILL
14518,verbal and written communication skills,S_SKILL
14519,articulate complex ideas,S_SKILL
14520,"being, insurance, savings and a wide range of discounts",H_SKILL
14521,Continuous learning,S_SKILL
14522,coaching,S_SKILL
14523,confidence to be the leader the world needs,S_SKILL
14524,value for clients,S_SKILL
14525,welcomed and valued,S_SKILL
14526,confidence and freedom,S_SKILL
14527,building the capability,H_SKILL
14528,improve testing procedures,H_SKILL
14529,document test cases,H_SKILL
14530,create effective and focused testing plans,H_SKILL
14531,technical skills,H_SKILL
14532,good judgement,S_SKILL
14533,understanding of various SDLC methodologies and ability to organize and manage workflow,H_SKILL
14534,developing and executing test strategies,H_SKILL
14535,-end testing,H_SKILL
14536,Analytical,S_SKILL
14537,Ability to understand complex business priorities and translate them into clearly defined technical specifications,H_SKILL
14538,passionate,S_SKILL
14539,communicate clearly,S_SKILL
14540,Bachelor's Degree,REQUIREMENT
14541,Master's degree,REQUIREMENT
14542,flexibility,S_SKILL
14543,cloud,LANG_FRAM
14544,cloud,LANG_FRAM
14545,Python,LANG_FRAM
14546,Kubernetes,LANG_FRAM
14547,AI,LANG_FRAM
14548,ML,LANG_FRAM
14549,cloud,LANG_FRAM
14550,collaborate,S_SKILL
14551,-end data analytics,H_SKILL
14552,machine learning,LANG_FRAM
14553,"ETL,",H_SKILL
14554,data governance,H_SKILL
14555,Apache,LANG_FRAM
14556,dbt,LANG_FRAM
14557,analytics,S_SKILL
14558,machine learning,LANG_FRAM
14559,integrate with the solutions,H_SKILL
14560,-end data platform,H_SKILL
14561,cloud,LANG_FRAM
14562,Kubernetes,LANG_FRAM
14563,Develop your understanding of the entire,H_SKILL
14564,Linux,LANG_FRAM
14565,networking,H_SKILL
14566,Kubernetes,LANG_FRAM
14567,machine,LANG_FRAM
14568,Collaborate,S_SKILL
14569,discuss ideas,S_SKILL
14570,collaborate,S_SKILL
14571,Python,LANG_FRAM
14572,Golang,LANG_FRAM
14573,Undergraduate degree,REQUIREMENT
14574,share ideas,S_SKILL
14575,going above,S_SKILL
14576,Passion,S_SKILL
14577,confidence to shine,S_SKILL
14578,presentation skills,S_SKILL
14579,Linux,LANG_FRAM
14580,interpersonal skills,S_SKILL
14581,curiosity,S_SKILL
14582,flexibility,S_SKILL
14583,experience with machine learning libraries,H_SKILL
14584,building highly automated machine learning solutions,H_SKILL
14585,cloud,LANG_FRAM
14586,Docker,LANG_FRAM
14587,LXD,LANG_FRAM
14588,Kubernetes,LANG_FRAM
14589,AWS,LANG_FRAM
14590,Azure,LANG_FRAM
14591,Google Cloud,LANG_FRAM
14592,cloud,LANG_FRAM
14593,Passionate,S_SKILL
14594,driven,S_SKILL
14595,AI,LANG_FRAM
14596,cloud,LANG_FRAM
14597,think differently,S_SKILL
14598,profit-backed technology company,H_SKILL
14599,AI,LANG_FRAM
14600,Develop,H_SKILL
14601,forecast and optimize,H_SKILL
14602,Analyze product performance and market trends,H_SKILL
14603,Collaborate with cross-functional teams,S_SKILL
14604,implement data-,H_SKILL
14605,driven,S_SKILL
14606,Bachelor's degree,REQUIREMENT
14607,revenue modeling,H_SKILL
14608,growth analytics,H_SKILL
14609,statistical analysis,H_SKILL
14610,data visualization,H_SKILL
14611,Python,LANG_FRAM
14612,R,LANG_FRAM
14613,Tableau,LANG_FRAM
14614,collaboration,S_SKILL
14615,working with complex data sets,H_SKILL
14616,communication and presentation skills,S_SKILL
14617,translating data into valuable business insights,H_SKILL
14618,running and analyzing A/B tests,H_SKILL
14619,quantitative and qualitative skills,S_SKILL
14620,break down highly complex problems,S_SKILL
14621,storytelling skills,S_SKILL
14622,tailor data and insights to different audiences,H_SKILL
14623,project management,S_SKILL
14624,One,H_SKILL
14625,C #,LANG_FRAM
14626,dynamic,S_SKILL
14627,dynamic,S_SKILL
14628,troubleshooting,H_SKILL
14629,prompt and effective resolution,H_SKILL
14630,customer relationships,S_SKILL
14631,Diagnose and resolve complex software issues,H_SKILL
14632,collaborate,S_SKILL
14633,Collaboration,S_SKILL
14634,Mentor Tier I and II support,H_SKILL
14635,drive our vision and mission,S_SKILL
14636,Bachelor's Degree,REQUIREMENT
14637,problem-,S_SKILL
14638,solving,S_SKILL
14639,adapt to a fast-,S_SKILL
14640,verbal and written communication,S_SKILL
14641,coding,H_SKILL
14642,Windows,LANG_FRAM
14643,Mac,LANG_FRAM
14644,networking,H_SKILL
14645,MS SQL,LANG_FRAM
14646,troubleshooting,H_SKILL
14647,Wireshark.,LANG_FRAM
14648,Master's Degree,REQUIREMENT
14649,flexible,S_SKILL
14650,transparency,S_SKILL
14651,proactive,S_SKILL
14652,being transparent,S_SKILL
14653,"identity documents, or collected",H_SKILL
14654,process data to take steps,H_SKILL
14655,access and obtain a copy,H_SKILL
14656,Cloud,LANG_FRAM
14657,cloud,LANG_FRAM
14658,API management,LANG_FRAM
14659,API,LANG_FRAM
14660,API,LANG_FRAM
14661,Develop,H_SKILL
14662,APIs,LANG_FRAM
14663,prioritise updates,S_SKILL
14664,Refactor deprecated code,H_SKILL
14665,AWS,LANG_FRAM
14666,CloudWatch,LANG_FRAM
14667,Lambda,LANG_FRAM
14668,cloud,LANG_FRAM
14669,"scalability, security, and performance",H_SKILL
14670,Bachelor’s degree,REQUIREMENT
14671,cloud,LANG_FRAM
14672,DevOps,H_SKILL
14673,AWS,LANG_FRAM
14674,EC2,LANG_FRAM
14675,S3,LANG_FRAM
14676,RDS,LANG_FRAM
14677,Lambda,LANG_FRAM
14678,CloudWatch,LANG_FRAM
14679,"knowledge of API development and management, including",H_SKILL
14680,RESTful,LANG_FRAM
14681,GraphQL,LANG_FRAM
14682,APIs,LANG_FRAM
14683,database management,H_SKILL
14684,PostgreSQL,LANG_FRAM
14685,Grafana,LANG_FRAM
14686,Datadog,LANG_FRAM
14687,Proficiency in scripting and programming languages,H_SKILL
14688,Python,LANG_FRAM
14689,problem-,S_SKILL
14690,solving,S_SKILL
14691,troubleshoot complex issues,H_SKILL
14692,communication skills,S_SKILL
14693,work independently,S_SKILL
14694,part of a team,S_SKILL
14695,organisational skills,H_SKILL
14696,attention to detail,S_SKILL
14697,Certification,LANG_FRAM
14698,AWS,LANG_FRAM
14699,AWS Certified,LANG_FRAM
14700,AWS,LANG_FRAM
14701,DevOps,H_SKILL
14702,CloudFormation,LANG_FRAM
14703,Knowledge of microservices architecture,H_SKILL
14704,Docker,LANG_FRAM
14705,Kubernetes,LANG_FRAM
14706,creative vision and technical aspects,S_SKILL
14707,Collaborate,S_SKILL
14708,Create and maintain game design documentation,H_SKILL
14709,MySQL,LANG_FRAM
14710,Use Adobe software such,H_SKILL
14711,Work with AWS,S_SKILL
14712,deploy,H_SKILL
14713,Jira,LANG_FRAM
14714,Develop and integrate SDKs to enhance game,H_SKILL
14715,C,LANG_FRAM
14716,MySQL,LANG_FRAM
14717,AWS,LANG_FRAM
14718,Jira,LANG_FRAM
14719,C programming,LANG_FRAM
14720,understanding of relational databases and game development principles,H_SKILL
14721,passion,S_SKILL
14722,problem-,S_SKILL
14723,solving,S_SKILL
14724,attention to detail,S_SKILL
14725,Bachelor's,REQUIREMENT
14726,Unity: 1 year (preferred,H_SKILL
14727,passion,S_SKILL
14728,quality bar,H_SKILL
14729,Collaborate,S_SKILL
14730,Bachelor's degree,REQUIREMENT
14731,C++,LANG_FRAM
14732,problem-,S_SKILL
14733,solving,S_SKILL
14734,communication,S_SKILL
14735,understanding of 3D math and linear algebra Understanding of and experience with video game physics,H_SKILL
14736,C#,LANG_FRAM
14737,AAA,LANG_FRAM
14738,C,LANG_FRAM
14739,C++,LANG_FRAM
14740,understanding and sense of empathy for VR users,H_SKILL
14741,City,S_SKILL
14742,build the data platform,H_SKILL
14743,building data pipelines,H_SKILL
14744,presenting,S_SKILL
14745,driven decisions,H_SKILL
14746,build tooling,H_SKILL
14747,University degree,REQUIREMENT
14748,SQL,LANG_FRAM
14749,Python,LANG_FRAM
14750,dbt,LANG_FRAM
14751,Looker,LANG_FRAM
14752,Tableau,LANG_FRAM
14753,building data pipelines,H_SKILL
14754,database/data warehouse,H_SKILL
14755,impact decisions,H_SKILL
14756,solve complex business problems,S_SKILL
14757,solve business problems,S_SKILL
14758,B testing,H_SKILL
14759,forecasting,H_SKILL
14760,ML,LANG_FRAM
14761,understanding of financial services,H_SKILL
14762,willingness to learn,S_SKILL
14763,mathematical modelling,H_SKILL
14764,ML,LANG_FRAM
14765,data centric decision making,H_SKILL
14766,Masters,REQUIREMENT
14767,PhD,REQUIREMENT
14768,developing models,H_SKILL
14769,data centric decision making,H_SKILL
14770,working with clients,H_SKILL
14771,problem formulation,H_SKILL
14772,exploratory data analysis,H_SKILL
14773,model design,H_SKILL
14774,"build, testing and handover",H_SKILL
14775,python,LANG_FRAM
14776,SQL,LANG_FRAM
14777,Excel,LANG_FRAM
14778,advanced analytics,H_SKILL
14779,developing operational research models,H_SKILL
14780,data visualisation,H_SKILL
14781,problem solving,S_SKILL
14782,inquisitive,S_SKILL
14783,working with incredible colleagues,S_SKILL
14784,flexible,S_SKILL
14785,flexible,S_SKILL
14786,developing your skills,H_SKILL
14787,systems engineering,H_SKILL
14788,bachelor’s degree,REQUIREMENT
14789,communicate effectively,S_SKILL
14790,with a variety of stakeholders,S_SKILL
14791,fast-changing environment,S_SKILL
14792,written and,S_SKILL
14793,oral communication,S_SKILL
14794,Global Analytics,LANG_FRAM
14795,handling expertise,S_SKILL
14796,address various business issues,S_SKILL
14797,AI,LANG_FRAM
14798,machine learning,LANG_FRAM
14799,implement models,H_SKILL
14800,effectively solve business problems,S_SKILL
14801,analytics-driven technology platforms at Chubb,H_SKILL
14802,collaborate,S_SKILL
14803,integrate models,H_SKILL
14804,APIs,LANG_FRAM
14805,understanding of insurance products,H_SKILL
14806,Collaborate,S_SKILL
14807,understanding of business problems,H_SKILL
14808,exploratory data analysis,H_SKILL
14809,develop advanced machine,H_SKILL
14810,Evaluate,S_SKILL
14811,adaptable modeling frameworks,H_SKILL
14812,Communicate,S_SKILL
14813,Monitor the performance of deployed models,H_SKILL
14814,report findings,S_SKILL
14815,Bachelor’s Degree,REQUIREMENT
14816,Python,LANG_FRAM
14817,R,LANG_FRAM
14818,development of machine learning and statistical models,H_SKILL
14819,oral and written communication,S_SKILL
14820,Passion,S_SKILL
14821,for solving,S_SKILL
14822,understanding of databases and approaches to extracting data,H_SKILL
14823,"paced, team-",H_SKILL
14824,machine learning models,LANG_FRAM
14825,APIs,LANG_FRAM
14826,Docker,LANG_FRAM
14827,Bachelor’s Degree,REQUIREMENT
14828,Python,LANG_FRAM
14829,R,LANG_FRAM
14830,development of machine learning and statistical models,H_SKILL
14831,oral and written communication,S_SKILL
14832,Passion,S_SKILL
14833,for solving,S_SKILL
14834,understanding of databases and approaches to extracting data,H_SKILL
14835,"paced, team-",H_SKILL
14836,machine learning models,LANG_FRAM
14837,APIs,LANG_FRAM
14838,Docker,LANG_FRAM
14839,"build the interface between technology, the human body and healthcare organisations",H_SKILL
14840,deep tech company,H_SKILL
14841,fast-growing team driving the development,S_SKILL
14842,open,S_SKILL
14843,respectful work environment,S_SKILL
14844,identity. At eRx,H_SKILL
14845,solving,S_SKILL
14846,real problems,S_SKILL
14847,testing ideas and concepts,H_SKILL
14848,deploying models,H_SKILL
14849,cloud,LANG_FRAM
14850,software engineering,H_SKILL
14851,building web applications,H_SKILL
14852,Collaborating with data scientists,S_SKILL
14853,Testing,H_SKILL
14854,deploying,S_SKILL
14855,cloud,LANG_FRAM
14856,Bachelor’s,REQUIREMENT
14857,web development,H_SKILL
14858,cloud,LANG_FRAM
14859,AWS,LANG_FRAM
14860,Firebase,LANG_FRAM
14861,SQL,LANG_FRAM
14862,NoSQL,LANG_FRAM
14863,Coding,H_SKILL
14864,React Javascript,LANG_FRAM
14865,CSS,LANG_FRAM
14866,CSS,LANG_FRAM
14867,Python,LANG_FRAM
14868,communicator,S_SKILL
14869,new ideas,S_SKILL
14870,Flexibility,S_SKILL
14871,data visualisation,H_SKILL
14872,UX design,H_SKILL
14873,Swift,LANG_FRAM
14874,Flutter Dart,LANG_FRAM
14875,Bachelor's,REQUIREMENT
14876,APIs,LANG_FRAM
14877,write reliable and readable,H_SKILL
14878,degree,REQUIREMENT
